#Gene_ID	#KEGG_Pathway
TRINITY_DN53805_c0_g1	ko04141"Protein_processing_in_endoplasmic_reticulum"
TRINITY_DN53809_c0_g1	ko03420"Nucleotide_excision_repair"
TRINITY_DN53815_c0_g1	ko00260"Glycine,_serine_and_threonine_metabolism",ko00750"Vitamin_B6_metabolism",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01120"Microbial_metabolism_in_diverse_environments",ko01230"Biosynthesis_of_amino_acids"
TRINITY_DN53824_c0_g1	ko00260"Glycine,_serine_and_threonine_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN53842_c0_g1	ko04152"AMPK_signaling_pathway",ko04921"Oxytocin_signaling_pathway"
TRINITY_DN53846_c0_g1	ko04626"Plant-pathogen_interaction",ko05145"Toxoplasmosis"
TRINITY_DN5385_c0_g1	ko00140"Steroid_hormone_biosynthesis",ko01100"Metabolic_pathways",ko04913"Ovarian_steroidogenesis",ko04925"Aldosterone_synthesis_and_secretion",ko04927"Cortisol_synthesis_and_secretion",ko04934"Cushing_syndrome"
TRINITY_DN53854_c0_g1	ko03040"Spliceosome"
TRINITY_DN53862_c0_g1	ko00290"Valine,_leucine_and_isoleucine_biosynthesis",ko00770"Pantothenate_and_CoA_biosynthesis",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01130"Biosynthesis_of_antibiotics",ko01210"2-Oxocarboxylic_acid_metabolism",ko01230"Biosynthesis_of_amino_acids"
TRINITY_DN53884_c0_g1	ko04130"SNARE_interactions_in_vesicular_transport"
TRINITY_DN53893_c0_g1	ko04142"Lysosome",ko04210"Apoptosis"
TRINITY_DN53896_c0_g1	ko03010"Ribosome"
TRINITY_DN53916_c0_g1	ko04138"Autophagy_-_yeast"
TRINITY_DN53918_c0_g1	ko02026"Biofilm_formation_-_Escherichia_coli",ko05111"Biofilm_formation_-_Vibrio_cholerae"
TRINITY_DN53919_c0_g1	ko03010"Ribosome"
TRINITY_DN53920_c0_g1	ko00190"Oxidative_phosphorylation"
TRINITY_DN53922_c0_g1	ko03050"Proteasome"
TRINITY_DN53931_c0_g1	ko00350"Tyrosine_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN53951_c0_g1	ko04640"Hematopoietic_cell_lineage",ko05169"Epstein-Barr_virus_infection"
TRINITY_DN53956_c0_g1	ko00230"Purine_metabolism",ko01100"Metabolic_pathways",ko04022"cGMP-PKG_signaling_pathway",ko04740"Olfactory_transduction",ko04925"Aldosterone_synthesis_and_secretion",ko05032"Morphine_addiction"
TRINITY_DN53967_c0_g1	ko03010"Ribosome"
TRINITY_DN53969_c0_g1	ko00010"Glycolysis_/_Gluconeogenesis",ko00030"Pentose_phosphate_pathway",ko00051"Fructose_and_mannose_metabolism",ko00052"Galactose_metabolism",ko00680"Methane_metabolism",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01120"Microbial_metabolism_in_diverse_environments",ko01130"Biosynthesis_of_antibiotics",ko01200"Carbon_metabolism",ko01230"Biosynthesis_of_amino_acids",ko03018"RNA_degradation",ko04066"HIF-1_signaling_pathway",ko04152"AMPK_signaling_pathway",ko04922"Glucagon_signaling_pathway",ko05230"Central_carbon_metabolism_in_cancer"
TRINITY_DN53973_c0_g1	ko04144"Endocytosis"
TRINITY_DN53974_c0_g1	ko00230"Purine_metabolism",ko00250"Alanine,_aspartate_and_glutamate_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN53989_c0_g1	ko00650"Butanoate_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN53990_c0_g1	ko00970"Aminoacyl-tRNA_biosynthesis"
TRINITY_DN53993_c0_g1	ko03040"Spliceosome"
TRINITY_DN53998_c0_g1	ko00970"Aminoacyl-tRNA_biosynthesis"
TRINITY_DN54002_c0_g1	ko00052"Galactose_metabolism",ko00500"Starch_and_sucrose_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN54011_c0_g1	ko00940"Phenylpropanoid_biosynthesis",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites"
TRINITY_DN54042_c0_g1	ko00310"Lysine_degradation",ko01100"Metabolic_pathways",ko04211"Longevity_regulating_pathway"
TRINITY_DN54054_c0_g1	ko00440"Phosphonate_and_phosphinate_metabolism",ko00564"Glycerophospholipid_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN54060_c0_g1	ko03018"RNA_degradation",ko03040"Spliceosome"
TRINITY_DN54083_c0_g1	ko04142"Lysosome",ko04144"Endocytosis",ko04721"Synaptic_vesicle_cycle",ko04961"Endocrine_and_other_factor-regulated_calcium_reabsorption",ko05016"Huntington_disease",ko05100"Bacterial_invasion_of_epithelial_cells"
TRINITY_DN54086_c0_g1	ko04145"Phagosome",ko04540"Gap_junction",ko05130"Pathogenic_Escherichia_coli_infection"
TRINITY_DN54123_c0_g1	ko04120"Ubiquitin_mediated_proteolysis"
TRINITY_DN54135_c0_g1	ko03010"Ribosome"
TRINITY_DN54136_c0_g1	ko04145"Phagosome",ko04610"Complement_and_coagulation_cascades",ko05150"Staphylococcus_aureus_infection"
TRINITY_DN54137_c0_g1	ko03010"Ribosome"
TRINITY_DN54141_c0_g1	ko00350"Tyrosine_metabolism",ko00643"Styrene_degradation",ko01100"Metabolic_pathways",ko01120"Microbial_metabolism_in_diverse_environments"
TRINITY_DN54156_c0_g1	ko00600"Sphingolipid_metabolism",ko01100"Metabolic_pathways",ko04071"Sphingolipid_signaling_pathway"
TRINITY_DN54162_c0_g1	ko03060"Protein_export"
TRINITY_DN54181_c0_g1	ko03015"mRNA_surveillance_pathway",ko04013"MAPK_signaling_pathway_-_fly",ko04071"Sphingolipid_signaling_pathway",ko04111"Cell_cycle_-_yeast",ko04113"Meiosis_-_yeast",ko04114"Oocyte_meiosis",ko04136"Autophagy_-_other",ko04138"Autophagy_-_yeast",ko04140"Autophagy_-_animal",ko04151"PI3K-Akt_signaling_pathway",ko04152"AMPK_signaling_pathway",ko04261"Adrenergic_signaling_in_cardiomyocytes",ko04350"TGF-beta_signaling_pathway",ko04390"Hippo_signaling_pathway",ko04391"Hippo_signaling_pathway_-_fly",ko04530"Tight_junction",ko04728"Dopaminergic_synapse",ko04730"Long-term_depression",ko05142"Chagas_disease_(American_trypanosomiasis)",ko05160"Hepatitis_C",ko05165"Human_papillomavirus_infection"
TRINITY_DN5420_c0_g1	ko03010"Ribosome"
TRINITY_DN54203_c0_g1	ko00760"Nicotinate_and_nicotinamide_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN54212_c0_g1	ko04110"Cell_cycle",ko04111"Cell_cycle_-_yeast",ko04113"Meiosis_-_yeast",ko04114"Oocyte_meiosis",ko04914"Progesterone-mediated_oocyte_maturation",ko05166"Human_T-cell_leukemia_virus_1_infection",ko05203"Viral_carcinogenesis"
TRINITY_DN54217_c0_g1	ko04145"Phagosome",ko04540"Gap_junction",ko05130"Pathogenic_Escherichia_coli_infection"
TRINITY_DN54233_c0_g1	ko04145"Phagosome",ko04962"Vasopressin-regulated_water_reabsorption",ko05132"Salmonella_infection"
TRINITY_DN54257_c0_g1	ko00910"Nitrogen_metabolism",ko01100"Metabolic_pathways",ko01120"Microbial_metabolism_in_diverse_environments"
TRINITY_DN54266_c0_g1	ko03420"Nucleotide_excision_repair",ko03460"Fanconi_anemia_pathway"
TRINITY_DN54272_c0_g1	ko03010"Ribosome"
TRINITY_DN54276_c0_g1	ko00562"Inositol_phosphate_metabolism",ko01100"Metabolic_pathways",ko04070"Phosphatidylinositol_signaling_system"
TRINITY_DN54299_c0_g1	ko03008"Ribosome_biogenesis_in_eukaryotes"
TRINITY_DN54304_c0_g1	ko04010"MAPK_signaling_pathway",ko04013"MAPK_signaling_pathway_-_fly",ko04064"NF-kappa_B_signaling_pathway",ko04140"Autophagy_-_animal",ko04152"AMPK_signaling_pathway",ko04214"Apoptosis_-_fly",ko04310"Wnt_signaling_pathway",ko04380"Osteoclast_differentiation",ko04520"Adherens_junction",ko04620"Toll-like_receptor_signaling_pathway",ko04621"NOD-like_receptor_signaling_pathway",ko04622"RIG-I-like_receptor_signaling_pathway",ko04624"Toll_and_Imd_signaling_pathway",ko04657"IL-17_signaling_pathway",ko04660"T_cell_receptor_signaling_pathway",ko04668"TNF_signaling_pathway",ko05130"Pathogenic_Escherichia_coli_infection",ko05135"Yersinia_infection",ko05140"Leishmaniasis",ko05145"Toxoplasmosis",ko05161"Hepatitis_B",ko05162"Measles",ko05168"Herpes_simplex_virus_1_infection",ko05169"Epstein-Barr_virus_infection",ko05170"Human_immunodeficiency_virus_1_infection",ko05418"Fluid_shear_stress_and_atherosclerosis"
TRINITY_DN54307_c0_g1	ko03010"Ribosome"
TRINITY_DN54309_c0_g1	ko04142"Lysosome",ko04210"Apoptosis"
TRINITY_DN5432_c0_g1	ko00630"Glyoxylate_and_dicarboxylate_metabolism",ko00710"Carbon_fixation_in_photosynthetic_organisms",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01120"Microbial_metabolism_in_diverse_environments",ko01130"Biosynthesis_of_antibiotics",ko01200"Carbon_metabolism"
TRINITY_DN54337_c0_g1	ko03040"Spliceosome",ko05202"Transcriptional_misregulation_in_cancer",ko05205"Proteoglycans_in_cancer"
TRINITY_DN54359_c0_g1	ko04138"Autophagy_-_yeast"
TRINITY_DN54379_c0_g1	ko03008"Ribosome_biogenesis_in_eukaryotes"
TRINITY_DN54388_c0_g1	ko00062"Fatty_acid_elongation",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites"
TRINITY_DN54399_c0_g1	ko03013"RNA_transport",ko05168"Herpes_simplex_virus_1_infection"
TRINITY_DN544_c0_g1	ko03060"Protein_export",ko04141"Protein_processing_in_endoplasmic_reticulum"
TRINITY_DN54418_c0_g1	ko00562"Inositol_phosphate_metabolism",ko01100"Metabolic_pathways",ko01521"EGFR_tyrosine_kinase_inhibitor_resistance",ko01522"Endocrine_resistance",ko01524"Platinum_drug_resistance",ko04012"ErbB_signaling_pathway",ko04014"Ras_signaling_pathway",ko04015"Rap1_signaling_pathway",ko04024"cAMP_signaling_pathway",ko04062"Chemokine_signaling_pathway",ko04066"HIF-1_signaling_pathway",ko04068"FoxO_signaling_pathway",ko04070"Phosphatidylinositol_signaling_system",ko04071"Sphingolipid_signaling_pathway",ko04072"Phospholipase_D_signaling_pathway",ko04140"Autophagy_-_animal",ko04150"mTOR_signaling_pathway",ko04151"PI3K-Akt_signaling_pathway",ko04152"AMPK_signaling_pathway",ko04210"Apoptosis",ko04211"Longevity_regulating_pathway",ko04212"Longevity_regulating_pathway_-_worm",ko04213"Longevity_regulating_pathway_-_multiple_species",ko04218"Cellular_senescence",ko04360"Axon_guidance",ko04361"Axon_regeneration",ko04370"VEGF_signaling_pathway",ko04380"Osteoclast_differentiation",ko04510"Focal_adhesion",ko04550"Signaling_pathways_regulating_pluripotency_of_stem_cells",ko04611"Platelet_activation",ko04620"Toll-like_receptor_signaling_pathway",ko04625"C-type_lectin_receptor_signaling_pathway",ko04630"JAK-STAT_signaling_pathway",ko04650"Natural_killer_cell_mediated_cytotoxicity",ko04660"T_cell_receptor_signaling_pathway",ko04662"B_cell_receptor_signaling_pathway",ko04664"Fc_epsilon_RI_signaling_pathway",ko04666"Fc_gamma_R-mediated_phagocytosis",ko04668"TNF_signaling_pathway",ko04670"Leukocyte_transendothelial_migration",ko04722"Neurotrophin_signaling_pathway",ko04725"Cholinergic_synapse",ko04750"Inflammatory_mediator_regulation_of_TRP_channels",ko04810"Regulation_of_actin_cytoskeleton",ko04910"Insulin_signaling_pathway",ko04914"Progesterone-mediated_oocyte_maturation",ko04915"Estrogen_signaling_pathway",ko04917"Prolactin_signaling_pathway",ko04919"Thyroid_hormone_signaling_pathway",ko04923"Regulation_of_lipolysis_in_adipocytes",ko04926"Relaxin_signaling_pathway",ko04929"GnRH_secretion",ko04930"Type_II_diabetes_mellitus",ko04931"Insulin_resistance",ko04932"Non-alcoholic_fatty_liver_disease_(NAFLD)",ko04933"AGE-RAGE_signaling_pathway_in_diabetic_complications",ko04935"Growth_hormone_synthesis,_secretion_and_action",ko04960"Aldosterone-regulated_sodium_reabsorption",ko04973"Carbohydrate_digestion_and_absorption",ko05100"Bacterial_invasion_of_epithelial_cells",ko05135"Yersinia_infection",ko05142"Chagas_disease_(American_trypanosomiasis)",ko05146"Amoebiasis",ko05160"Hepatitis_C",ko05161"Hepatitis_B",ko05162"Measles",ko05163"Human_cytomegalovirus_infection",ko05164"Influenza_A",ko05165"Human_papillomavirus_infection",ko05166"Human_T-cell_leukemia_virus_1_infection",ko05167"Kaposi_sarcoma-associated_herpesvirus_infection",ko05168"Herpes_simplex_virus_1_infection",ko05169"Epstein-Barr_virus_infection",ko05170"Human_immunodeficiency_virus_1_infection",ko05200"Pathways_in_cancer",ko05203"Viral_carcinogenesis",ko05205"Proteoglycans_in_cancer",ko05206"MicroRNAs_in_cancer",ko05210"Colorectal_cancer",ko05211"Renal_cell_carcinoma",ko05212"Pancreatic_cancer",ko05213"Endometrial_cancer",ko05214"Glioma",ko05215"Prostate_cancer",ko05218"Melanoma",ko05220"Chronic_myeloid_leukemia",ko05221"Acute_myeloid_leukemia",ko05222"Small_cell_lung_cancer",ko05223"Non-small_cell_lung_cancer",ko05224"Breast_cancer",ko05225"Hepatocellular_carcinoma",ko05226"Gastric_cancer",ko05230"Central_carbon_metabolism_in_cancer",ko05231"Choline_metabolism_in_cancer",ko05235"PD-L1_expression_and_PD-1_checkpoint_pathway_in_cancer",ko05418"Fluid_shear_stress_and_atherosclerosis"
TRINITY_DN54428_c0_g1	ko00500"Starch_and_sucrose_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN54433_c0_g1	ko03010"Ribosome"
TRINITY_DN54438_c0_g1	ko00330"Arginine_and_proline_metabolism",ko00410"beta-Alanine_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN54452_c0_g1	ko03015"mRNA_surveillance_pathway"
TRINITY_DN54455_c0_g1	ko00860"Porphyrin_and_chlorophyll_metabolism",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites"
TRINITY_DN54460_c0_g1	ko00910"Nitrogen_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN54464_c0_g1	ko00400"Phenylalanine,_tyrosine_and_tryptophan_biosynthesis",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01230"Biosynthesis_of_amino_acids"
TRINITY_DN54475_c0_g1	ko03450"Non-homologous_end-joining",ko04110"Cell_cycle"
TRINITY_DN54566_c0_g1	ko00562"Inositol_phosphate_metabolism",ko01100"Metabolic_pathways",ko04011"MAPK_signaling_pathway_-_yeast",ko04070"Phosphatidylinositol_signaling_system",ko04072"Phospholipase_D_signaling_pathway",ko04139"Mitophagy_-_yeast",ko04144"Endocytosis",ko04666"Fc_gamma_R-mediated_phagocytosis",ko04810"Regulation_of_actin_cytoskeleton",ko05135"Yersinia_infection",ko05231"Choline_metabolism_in_cancer"
TRINITY_DN5457_c0_g1	ko01521"EGFR_tyrosine_kinase_inhibitor_resistance",ko01522"Endocrine_resistance",ko04010"MAPK_signaling_pathway",ko04012"ErbB_signaling_pathway",ko04013"MAPK_signaling_pathway_-_fly",ko04014"Ras_signaling_pathway",ko04015"Rap1_signaling_pathway",ko04062"Chemokine_signaling_pathway",ko04068"FoxO_signaling_pathway",ko04071"Sphingolipid_signaling_pathway",ko04072"Phospholipase_D_signaling_pathway",ko04113"Meiosis_-_yeast",ko04137"Mitophagy_-_animal",ko04138"Autophagy_-_yeast",ko04140"Autophagy_-_animal",ko04150"mTOR_signaling_pathway",ko04151"PI3K-Akt_signaling_pathway",ko04210"Apoptosis",ko04211"Longevity_regulating_pathway",ko04213"Longevity_regulating_pathway_-_multiple_species",ko04214"Apoptosis_-_fly",ko04218"Cellular_senescence",ko04320"Dorso-ventral_axis_formation",ko04360"Axon_guidance",ko04370"VEGF_signaling_pathway",ko04371"Apelin_signaling_pathway",ko04540"Gap_junction",ko04550"Signaling_pathways_regulating_pluripotency_of_stem_cells",ko04625"C-type_lectin_receptor_signaling_pathway",ko04650"Natural_killer_cell_mediated_cytotoxicity",ko04660"T_cell_receptor_signaling_pathway",ko04662"B_cell_receptor_signaling_pathway",ko04664"Fc_epsilon_RI_signaling_pathway",ko04714"Thermogenesis",ko04720"Long-term_potentiation",ko04722"Neurotrophin_signaling_pathway",ko04725"Cholinergic_synapse",ko04726"Serotonergic_synapse",ko04730"Long-term_depression",ko04810"Regulation_of_actin_cytoskeleton",ko04910"Insulin_signaling_pathway",ko04912"GnRH_signaling_pathway",ko04914"Progesterone-mediated_oocyte_maturation",ko04915"Estrogen_signaling_pathway",ko04916"Melanogenesis",ko04917"Prolactin_signaling_pathway",ko04919"Thyroid_hormone_signaling_pathway",ko04921"Oxytocin_signaling_pathway",ko04926"Relaxin_signaling_pathway",ko04929"GnRH_secretion",ko04933"AGE-RAGE_signaling_pathway_in_diabetic_complications",ko04935"Growth_hormone_synthesis,_secretion_and_action",ko04960"Aldosterone-regulated_sodium_reabsorption",ko05034"Alcoholism",ko05160"Hepatitis_C",ko05161"Hepatitis_B",ko05163"Human_cytomegalovirus_infection",ko05165"Human_papillomavirus_infection",ko05166"Human_T-cell_leukemia_virus_1_infection",ko05167"Kaposi_sarcoma-associated_herpesvirus_infection",ko05170"Human_immunodeficiency_virus_1_infection",ko05200"Pathways_in_cancer",ko05203"Viral_carcinogenesis",ko05205"Proteoglycans_in_cancer",ko05206"MicroRNAs_in_cancer",ko05210"Colorectal_cancer",ko05211"Renal_cell_carcinoma",ko05212"Pancreatic_cancer",ko05213"Endometrial_cancer",ko05214"Glioma",ko05215"Prostate_cancer",ko05216"Thyroid_cancer",ko05218"Melanoma",ko05219"Bladder_cancer",ko05220"Chronic_myeloid_leukemia",ko05221"Acute_myeloid_leukemia",ko05223"Non-small_cell_lung_cancer",ko05224"Breast_cancer",ko05225"Hepatocellular_carcinoma",ko05226"Gastric_cancer",ko05230"Central_carbon_metabolism_in_cancer",ko05231"Choline_metabolism_in_cancer",ko05235"PD-L1_expression_and_PD-1_checkpoint_pathway_in_cancer"
TRINITY_DN54587_c0_g1	ko03010"Ribosome"
TRINITY_DN54588_c0_g1	ko03030"DNA_replication",ko03420"Nucleotide_excision_repair",ko03430"Mismatch_repair",ko03440"Homologous_recombination",ko03460"Fanconi_anemia_pathway"
TRINITY_DN54637_c0_g1	ko04141"Protein_processing_in_endoplasmic_reticulum"
TRINITY_DN54655_c0_g1	ko03008"Ribosome_biogenesis_in_eukaryotes"
TRINITY_DN54670_c0_g1	ko04020"Calcium_signaling_pathway",ko04921"Oxytocin_signaling_pathway",ko04925"Aldosterone_synthesis_and_secretion",ko05214"Glioma"
TRINITY_DN54670_c0_g2	ko04020"Calcium_signaling_pathway",ko04921"Oxytocin_signaling_pathway",ko04925"Aldosterone_synthesis_and_secretion",ko05214"Glioma"
TRINITY_DN54671_c0_g1	ko03050"Proteasome",ko05169"Epstein-Barr_virus_infection"
TRINITY_DN54687_c0_g1	ko00072"Synthesis_and_degradation_of_ketone_bodies",ko00280"Valine,_leucine_and_isoleucine_degradation",ko00650"Butanoate_metabolism",ko00900"Terpenoid_backbone_biosynthesis",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01130"Biosynthesis_of_antibiotics",ko03320"PPAR_signaling_pathway"
TRINITY_DN54695_c0_g1	ko04910"Insulin_signaling_pathway"
TRINITY_DN54701_c0_g1	ko04120"Ubiquitin_mediated_proteolysis",ko04141"Protein_processing_in_endoplasmic_reticulum"
TRINITY_DN5476_c0_g1	ko04141"Protein_processing_in_endoplasmic_reticulum"
TRINITY_DN54767_c0_g1	ko04020"Calcium_signaling_pathway",ko04022"cGMP-PKG_signaling_pathway",ko04024"cAMP_signaling_pathway",ko04260"Cardiac_muscle_contraction",ko04261"Adrenergic_signaling_in_cardiomyocytes",ko04919"Thyroid_hormone_signaling_pathway",ko04972"Pancreatic_secretion",ko05010"Alzheimer_disease",ko05410"Hypertrophic_cardiomyopathy_(HCM)",ko05412"Arrhythmogenic_right_ventricular_cardiomyopathy_(ARVC)",ko05414"Dilated_cardiomyopathy_(DCM)"
TRINITY_DN54769_c0_g1	ko04110"Cell_cycle",ko04111"Cell_cycle_-_yeast",ko05166"Human_T-cell_leukemia_virus_1_infection"
TRINITY_DN54782_c0_g1	ko00220"Arginine_biosynthesis",ko00791"Atrazine_degradation",ko01100"Metabolic_pathways",ko01120"Microbial_metabolism_in_diverse_environments"
TRINITY_DN548_c0_g1	ko04621"NOD-like_receptor_signaling_pathway",ko05418"Fluid_shear_stress_and_atherosclerosis"
TRINITY_DN54802_c0_g1	ko03013"RNA_transport",ko05418"Fluid_shear_stress_and_atherosclerosis"
TRINITY_DN54817_c0_g1	ko00450"Selenocompound_metabolism"
TRINITY_DN54818_c0_g1	ko00561"Glycerolipid_metabolism",ko00564"Glycerophospholipid_metabolism",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites"
TRINITY_DN54827_c0_g1	ko03020"RNA_polymerase",ko05016"Huntington_disease"
TRINITY_DN54833_c0_g1	ko03010"Ribosome"
TRINITY_DN54861_c0_g1	ko03010"Ribosome"
TRINITY_DN54867_c0_g1	ko00920"Sulfur_metabolism",ko01100"Metabolic_pathways",ko01120"Microbial_metabolism_in_diverse_environments"
TRINITY_DN54874_c0_g1	ko04024"cAMP_signaling_pathway",ko04080"Neuroactive_ligand-receptor_interaction",ko04727"GABAergic_synapse",ko04742"Taste_transduction",ko04915"Estrogen_signaling_pathway",ko04929"GnRH_secretion",ko05032"Morphine_addiction"
TRINITY_DN54877_c0_g1	ko03040"Spliceosome"
TRINITY_DN54889_c0_g1	ko05016"Huntington_disease"
TRINITY_DN54916_c0_g1	ko00310"Lysine_degradation",ko01100"Metabolic_pathways"
TRINITY_DN54927_c0_g1	ko03010"Ribosome"
TRINITY_DN54933_c0_g1	ko00010"Glycolysis_/_Gluconeogenesis",ko00030"Pentose_phosphate_pathway",ko00051"Fructose_and_mannose_metabolism",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01120"Microbial_metabolism_in_diverse_environments",ko01130"Biosynthesis_of_antibiotics"
TRINITY_DN54952_c0_g1	ko03010"Ribosome"
TRINITY_DN54962_c0_g1	ko04214"Apoptosis_-_fly"
TRINITY_DN54963_c0_g1	ko00280"Valine,_leucine_and_isoleucine_degradation",ko01100"Metabolic_pathways"
TRINITY_DN54967_c0_g1	ko04080"Neuroactive_ligand-receptor_interaction",ko04214"Apoptosis_-_fly",ko04979"Cholesterol_metabolism",ko05166"Human_T-cell_leukemia_virus_1_infection"
TRINITY_DN54985_c0_g1	ko04310"Wnt_signaling_pathway"
TRINITY_DN54999_c0_g1	ko00564"Glycerophospholipid_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN55031_c0_g1	ko03015"mRNA_surveillance_pathway",ko04071"Sphingolipid_signaling_pathway",ko04113"Meiosis_-_yeast",ko04114"Oocyte_meiosis",ko04151"PI3K-Akt_signaling_pathway",ko04152"AMPK_signaling_pathway",ko04261"Adrenergic_signaling_in_cardiomyocytes",ko04728"Dopaminergic_synapse",ko05165"Human_papillomavirus_infection"
TRINITY_DN55034_c0_g1	ko03010"Ribosome"
TRINITY_DN5506_c0_g1	ko00562"Inositol_phosphate_metabolism",ko01100"Metabolic_pathways",ko04020"Calcium_signaling_pathway",ko04070"Phosphatidylinositol_signaling_system",ko04919"Thyroid_hormone_signaling_pathway",ko04933"AGE-RAGE_signaling_pathway_in_diabetic_complications"
TRINITY_DN55068_c0_g1	ko03050"Proteasome",ko05169"Epstein-Barr_virus_infection"
TRINITY_DN5507_c0_g1	ko04120"Ubiquitin_mediated_proteolysis"
TRINITY_DN55080_c0_g1	ko02020"Two-component_system"
TRINITY_DN55081_c0_g1	ko00330"Arginine_and_proline_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN55087_c0_g1	ko04110"Cell_cycle",ko04111"Cell_cycle_-_yeast",ko04113"Meiosis_-_yeast",ko04114"Oocyte_meiosis",ko04120"Ubiquitin_mediated_proteolysis",ko04914"Progesterone-mediated_oocyte_maturation",ko05166"Human_T-cell_leukemia_virus_1_infection"
TRINITY_DN55097_c0_g1	ko00010"Glycolysis_/_Gluconeogenesis",ko00620"Pyruvate_metabolism",ko00630"Glyoxylate_and_dicarboxylate_metabolism",ko00640"Propanoate_metabolism",ko00680"Methane_metabolism",ko00720"Carbon_fixation_pathways_in_prokaryotes",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01120"Microbial_metabolism_in_diverse_environments",ko01130"Biosynthesis_of_antibiotics",ko01200"Carbon_metabolism"
TRINITY_DN55120_c0_g1	ko02010"ABC_transporters"
TRINITY_DN55205_c0_g1	ko00072"Synthesis_and_degradation_of_ketone_bodies",ko00280"Valine,_leucine_and_isoleucine_degradation",ko00650"Butanoate_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN55214_c0_g1	ko00230"Purine_metabolism",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01130"Biosynthesis_of_antibiotics"
TRINITY_DN5522_c0_g1	ko03060"Protein_export"
TRINITY_DN55239_c0_g1	ko04115"p53_signaling_pathway",ko04120"Ubiquitin_mediated_proteolysis",ko05162"Measles"
TRINITY_DN55244_c0_g1	ko00480"Glutathione_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN55246_c0_g1	ko04142"Lysosome"
TRINITY_DN55251_c0_g1	ko03420"Nucleotide_excision_repair",ko04120"Ubiquitin_mediated_proteolysis",ko05161"Hepatitis_B",ko05170"Human_immunodeficiency_virus_1_infection",ko05203"Viral_carcinogenesis"
TRINITY_DN55258_c0_g1	ko04120"Ubiquitin_mediated_proteolysis"
TRINITY_DN55267_c0_g1	ko00514"Other_types_of_O-glycan_biosynthesis",ko04931"Insulin_resistance"
TRINITY_DN55271_c0_g1	ko03010"Ribosome"
TRINITY_DN55286_c0_g1	ko04137"Mitophagy_-_animal",ko04138"Autophagy_-_yeast",ko04140"Autophagy_-_animal",ko04144"Endocytosis",ko04145"Phagosome",ko05132"Salmonella_infection",ko05146"Amoebiasis",ko05152"Tuberculosis"
TRINITY_DN55290_c0_g1	ko04213"Longevity_regulating_pathway_-_multiple_species"
TRINITY_DN55294_c0_g1	ko00561"Glycerolipid_metabolism",ko00564"Glycerophospholipid_metabolism",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko04070"Phosphatidylinositol_signaling_system",ko04072"Phospholipase_D_signaling_pathway",ko04361"Axon_regeneration",ko05231"Choline_metabolism_in_cancer"
TRINITY_DN55296_c0_g1	ko03010"Ribosome"
TRINITY_DN55316_c0_g1	ko00480"Glutathione_metabolism",ko00590"Arachidonic_acid_metabolism",ko01100"Metabolic_pathways",ko04918"Thyroid_hormone_synthesis"
TRINITY_DN5532_c1_g1	ko00562"Inositol_phosphate_metabolism",ko01100"Metabolic_pathways",ko04070"Phosphatidylinositol_signaling_system"
TRINITY_DN55335_c0_g1	ko00910"Nitrogen_metabolism"
TRINITY_DN55340_c0_g1	ko04140"Autophagy_-_animal",ko04144"Endocytosis",ko04152"AMPK_signaling_pathway",ko04530"Tight_junction",ko04972"Pancreatic_secretion"
TRINITY_DN55358_c0_g1	ko00120"Primary_bile_acid_biosynthesis",ko01040"Biosynthesis_of_unsaturated_fatty_acids",ko01100"Metabolic_pathways",ko01212"Fatty_acid_metabolism",ko03320"PPAR_signaling_pathway",ko04146"Peroxisome"
